variable,relative_importance,scaled_importance,percentage
mol_2_Mor25,94.62554931640625,0.028845061841957984,0.0005647321737959585
mol_2_Mor23,94.49921417236328,0.028806550625177126,0.0005639781964501188
mol_2_Mor29,94.4898910522461,0.028803708623431474,0.0005639225553898726
mol_2_Mor28m,94.41271209716797,0.02878018187248304,0.0005634619457618446
mol_2_Mor17se,94.38412475585938,0.028771467485788318,0.0005632913344257215
mol_2_Mor15p,94.24466705322266,0.02872895607015106,0.000562459040693938
mol_2_Mor27v,94.24323272705078,0.028728518839113266,0.0005624504805308232
mol_1_Mor06p,94.1743392944336,0.028707517795117182,0.0005620393195046179
mol_2_Mor13p,94.00694274902344,0.028656489677031015,0.000561040284723226
mol_1_MDEN-13,93.62348175048828,0.028539597819634867,0.0005587517615407119
mol_2_Mor16v,93.15105438232422,0.028395586009410553,0.0005559322805811679
mol_2_Mor26se,93.10591125488281,0.028381824860205143,0.0005556628631069645
mol_2_Mor23se,93.05400085449219,0.02836600081775228,0.0005553530580546611
mol_1_Mor31,93.0240707397461,0.02835687710838388,0.0005551744329488135
mol_2_Mor11p,92.80638122558594,0.02829051799561087,0.0005538752460650134
mol_2_Mor17,92.74626922607422,0.02827219382887276,0.000553516493271495
mol_2_Mor02p,92.63148498535156,0.02823720371736433,0.0005528314525583989
mol_2_Mor11,92.5934829711914,0.028225619420559848,0.0005526046537686394
mol_2_Mor16,92.58677673339844,0.028223575132888465,0.0005525646304527995
mol_2_Mor30se,92.34475708007812,0.028149799372352055,0.0005511202395255256
mol_2_Mor05p,92.34144592285156,0.028148790019849917,0.0005511004782979095
mol_2_Mor21,92.3003158569336,0.028136252187271525,0.0005508550110673145
mol_2_Mor03v,92.23390197753906,0.028116006994803537,0.0005504586481954301
mol_2_Mor21p,92.21387481689453,0.02810990204015351,0.0005503391246413007
mol_2_Mor20,92.10076904296875,0.028075423581987183,0.0005496641011403601
mol_1_Mor31p,92.02810668945312,0.02805327364366839,0.0005492304469195873
mol_2_Mor18m,91.89263153076172,0.028011976241870108,0.000548421921300282
mol_2_Mor23v,91.8516616821289,0.027999487248928916,0.0005481774102581201
mol_2_Mor14v,91.79177856445312,0.027981232853101088,0.0005478200234480774
mol_2_Mor04,91.58280181884766,0.027917529686312965,0.0005465728350019215
mol_1_Mor02p,91.48757934570312,0.02788850266193698,0.0005460045403432207
mol_2_Mor29se,91.45726776123047,0.027879262667718105,0.000545823638598247
mol_1_Mor04v,91.1954116821289,0.027799440094956905,0.0005442608624364068
mol_2_Mor15,90.96711730957031,0.027729848263340646,0.0005428983849848963
mol_2_Mor29p,90.89348602294922,0.02770740296150164,0.0005424589481007427
mol_2_Mor07p,90.86711883544922,0.027699365352636694,0.0005423015868043345
mol_1_Mor15,90.85231018066406,0.02769485117474119,0.0005422132076734525
mol_1_Mor10se,90.71334838867188,0.02765249092940955,0.0005413838735725331
mol_1_Mor24p,90.6002426147461,0.027618012471243222,0.0005407088500715925
mol_2_Mor22se,90.31709289550781,0.027531698878128417,0.0005390189919137237
mol_1_Mor18,89.9864501953125,0.027430907821129266,0.0005370456921846336
mol_1_Mor04m,89.70014190673828,0.027343631389452512,0.0005353369834547992
mol_1_Mor20v,89.44805908203125,0.027266788034560528,0.0005338325347873743
mol_1_Mor32v,89.37965393066406,0.02724593583517305,0.0005334242878592505
mol_2_Mor04p,89.36115264892578,0.027240296019924934,0.0005333138708616263
mol_1_Mor24,89.3553695678711,0.02723853314159171,0.0005332793570124719
mol_2_Mor24v,89.33331298828125,0.02723180955153715,0.0005331477217381907
mol_2_Mor29v,89.27819061279297,0.02721500639064327,0.0005328187473844439
mol_2_Mor10se,89.11798095703125,0.027166169079140084,0.000531862604484191
mol_1_Mor09m,89.03567504882812,0.027141079459801237,0.000531371396826306
mol_2_Mor04v,88.87346649169922,0.027091632815681554,0.0005304033243370313
mol_1_Mor08,88.85222625732422,0.027085158075207012,0.0005302765610704803
mol_1_Mor15p,88.84098052978516,0.02708172999781496,0.0005302094457490377
mol_1_Mor26v,88.5524673461914,0.026993781439702453,0.0005284875780450535
mol_2_Mor18,88.41671752929688,0.02695240031281183,0.0005276774132455772
mol_2_Mor26,88.31122589111328,0.026920242900261016,0.0005270478314615972
mol_1_Mor29se,88.26425170898438,0.02690592358377332,0.0005267674861195877
mol_1_Mor06m,88.24656677246094,0.02690053261810522,0.0005266619411296936
mol_1_Mor17v,88.00565338134766,0.026827094083635192,0.0005252241524558859
mol_2_Mor13,87.988525390625,0.026821872893848787,0.0005251219313591162
mol_2_Mor31m,87.65338897705078,0.026719712001311024,0.0005231218128211186
mol_2_Mor19,87.447998046875,0.02665710191211738,0.0005218960247827496
mol_1_Mor17p,87.33351135253906,0.026622202502792326,0.000521212759848172
mol_2_Mor25m,87.19038391113281,0.02657857242689348,0.0005203585648479936
mol_2_Mor32m,86.88774871826172,0.026486319003616327,0.0005185524159635546
mol_1_Mor09,86.76522827148438,0.026448970635340234,0.0005178212050089777
mol_1_Mor07m,86.61920166015625,0.026404456794577768,0.0005169497075514396
mol_1_Mor11se,86.58226776123047,0.02639319809535462,0.0005167292833512336
mol_2_Mor17m,86.33626556396484,0.026318208320979232,0.0005152611243114815
mol_2_Mor14m,86.25586700439453,0.02629370012589277,0.0005147812998492278
mol_1_Mor32,86.13154602050781,0.026255802893122425,0.0005140393431579748
mol_2_Mor23m,85.81964111328125,0.02616072374797869,0.0005121778719427673
mol_2_Mor10m,85.75715637207031,0.026141676289470613,0.0005118049584538835
mol_1_Mor13m,85.5826644897461,0.02608848527316558,0.0005107635781847427
